,MAKE A COPY TO BEGIN YOUR WORK. THIS IS A READ ONLY FILE,,,,,,,,,,,,,
2023-06-12,8464226509,2012/05/18,wayne,villegas,New Flight,X24189058,FALSE,ORD,ATL,FALSE,TRUE,-1,,TRUE
2021-10-29,8464226509,05/18/2012,WAYNE,villegas,Flight Status,P20998600,FALSE,,JFK,TRUE,TRUE,3,17,TRUE
2023-03-04,8464226509,05/18/2012,wayne,Villegas,Flight Status,L47526819,TRUE,SEA,ORD,FALSE,TRUE,-1,12,FALSE
2024-04-01,8464226509,18-05-2012,WAYNE,Villegas,Flight Deal,Q41379759,TRUE,SEA,ATL,TRUE,FALSE,0,16,TRUE
2022-11-09,2371978893,2007/01/13,MICHAEL,williams,Flight Deal,,TRUE,BOS,JFK,TRUE,TRUE,11,12,TRUE
2022-06-15,2371978893,2007/01/13,MICHAEL,williams,Flight Status,Z86363901,FALSE,BOS,,FALSE,FALSE,8,9,FALSE
2021-11-22,2371978893,01/13/2007,,williams,,H64808773,FALSE,SEA,ORD,TRUE,FALSE,0,,FALSE
2022-11-07,2371978893,2007/01/13,michael,Williams,Flight Deal,N19905430,FALSE,DEN,BOS,FALSE,TRUE,0,20,
2022-01-02,2371978893,2007/01/13,michael,Williams,Flight Deal,S72813445,,ORD,LAX,FALSE,FALSE,3,21,
2021-11-28,4305288878,05/18/2006,DANNY,Peters,New Flight,,FALSE,MIA,SEA,FALSE,FALSE,-1,1,FALSE
2022-09-30,4305288878,18-05-2006,danny,Peters,Cancel Flight,W76163241,TRUE,JFK,ATL,FALSE,FALSE,-1,9,TRUE
2024-03-06,4305288878,18-05-2006,DANNY,Peters,New Flight,R36438847,TRUE,DEN,ATL,FALSE,FALSE,0,17,TRUE
2021-06-11,4305288878,2006/05/18,danny,Peters,Flight Status,B93854992,TRUE,DFW,LAX,FALSE,FALSE,-1,5,FALSE
2023-05-20,4305288878,2006/05/18,danny,,New Flight,Y40590841,TRUE,ATL,DFW,FALSE,TRUE,0,16,
2022-06-09,4360863926,2005/01/11,,Nelson,Flight Status,F39275048,FALSE,ATL,BOS,TRUE,FALSE,4,12,FALSE
2022-09-23,4360863926,01/11/2005,REBECCA,Nelson,Cancel Flight,Y90412143,,DFW,DEN,TRUE,FALSE,0,7,TRUE
2023-06-10,4360863926,11-01-2005,REBECCA,nelson,Cancel Flight,K72474037,TRUE,ORD,ATL,FALSE,FALSE,11,7,TRUE
2023-03-06,4360863926,2005/01/11,rebecca,nelson,Cancel Flight,A74933446,TRUE,SEA,BOS,TRUE,FALSE,2,9,TRUE
2023-11-28,7994154910,2017/12/05,CAROL,Cox,New Flight,X09751362,,JFK,SFO,TRUE,FALSE,-1,,TRUE
2023-08-05,7994154910,05-12-2017,CAROL,Cox,Cancel Flight,D56568685,FALSE,SEA,SFO,FALSE,,-1,14,FALSE
2022-11-18,7994154910,12/05/2017,CAROL,cox,Flight Deal,F81172058,TRUE,SEA,JFK,TRUE,FALSE,9,3,FALSE
2021-10-29,6882607941,01-12-2002,,waters,New Flight,F08317274,TRUE,DEN,JFK,FALSE,FALSE,0,1,FALSE
2023-12-01,6882607941,12/01/2002,JUSTIN,waters,Flight Status,O99806761,TRUE,SEA,DEN,,TRUE,8,12,FALSE
2022-09-02,6882607941,01-12-2002,justin,Waters,Flight Deal,E13767972,FALSE,SEA,SFO,,FALSE,4,3,TRUE
2022-04-02,6882607941,12/01/2002,JUSTIN,waters,Cancel Flight,N72716126,FALSE,ORD,SFO,TRUE,FALSE,11,14,TRUE
2021-03-20,6882607941,2002/12/01,JUSTIN,waters,,,FALSE,BOS,ORD,TRUE,FALSE,0,6,
2023-11-04,,12/01/2002,justin,Waters,Flight Deal,V84800907,TRUE,DEN,MIA,FALSE,TRUE,-1,4,TRUE
2023-08-06,6882607941,2002/12/01,justin,Waters,Cancel Flight,O65762763,FALSE,DEN,SEA,,FALSE,13,10,
2022-06-01,6882607941,12/01/2002,JUSTIN,waters,Flight Status,G46315154,FALSE,JFK,MIA,TRUE,FALSE,0,5,FALSE
2024-10-11,6882607941,01-12-2002,JUSTIN,Waters,Flight Deal,,TRUE,ATL,DEN,TRUE,TRUE,-1,9,TRUE
2022-01-05,,12/01/2002,justin,Waters,New Flight,P82065107,FALSE,DFW,JFK,TRUE,TRUE,4,13,TRUE
2021-09-30,1778298955,2008/04/07,cody,sexton,New Flight,F49694167,TRUE,ORD,SEA,TRUE,FALSE,-1,12,TRUE
2023-11-10,,2008/04/07,CODY,Sexton,New Flight,H18504716,FALSE,DFW,SFO,FALSE,TRUE,-1,,TRUE
2023-12-29,1778298955,04/07/2008,cody,sexton,Flight Status,Z15677641,TRUE,ttt,BOS,TRUE,TRUE,9,7,FALSE
2023-09-18,1778298955,2008/04/07,CODY,sexton,Cancel Flight,H09085936,TRUE,BOS,SEA,FALSE,FALSE,0,8,TRUE
2022-07-19,9878789632,05/19/2018,MICHAELA,jones,Flight Status,E19130491,TRUE,,,TRUE,TRUE,-1,11,FALSE
2024-08-30,9878789632,2018/05/19,MICHAELA,Jones,Flight Deal,A87247636,FALSE,ATL,DFW,TRUE,TRUE,11,15,TRUE
2021-08-16,9878789632,05/19/2018,michaela,jones,New Flight,U36893427,TRUE,DFW,DEN,TRUE,,-1,3,TRUE
2022-07-20,9878789632,19-05-2018,michaela,Jones,Flight Status,K56943981,TRUE,DFW,ATL,,FALSE,9,3,TRUE
2022-01-10,9878789632,2018/05/19,MICHAELA,Jones,Cancel Flight,U43251632,FALSE,ORD,JFK,FALSE,TRUE,-1,18,TRUE
2022-05-23,9826082348,02/06/2014,kenneth,Martinez,Flight Status,P95248976,FALSE,ORD,SFO,TRUE,TRUE,0,8,FALSE
2021-07-21,9826082348,2014/02/06,KENNETH,martinez,Flight Status,X79911432,TRUE,DEN,ATL,FALSE,TRUE,4,10,TRUE
2021-01-28,9826082348,06-02-2014,KENNETH,Martinez,Flight Deal,H21253672,FALSE,SFO,DFW,FALSE,TRUE,0,8,FALSE
2022-04-25,9826082348,02/06/2014,kenneth,Martinez,Flight Status,J40129379,TRUE,ATL,LAX,FALSE,TRUE,7,16,FALSE
2023-01-30,9826082348,06-02-2014,KENNETH,martinez,Flight Status,R47628149,FALSE,BOS,ATL,FALSE,,-1,22,TRUE
2023-05-11,9554134114,28-11-1996,JASON,jones,New Flight,A31054785,TRUE,ttt,SFO,TRUE,FALSE,14,7,FALSE
2021-09-06,9554134114,11/28/1996,jason,jones,Cancel Flight,I66874316,FALSE,DEN,JFK,TRUE,TRUE,9,6,TRUE
2021-11-17,9554134114,11/28/1996,JASON,,New Flight,O90928040,TRUE,DEN,SEA,FALSE,FALSE,0,15,
2022-02-04,9554134114,11/28/1996,,jones,,C13838629,TRUE,SEA,DEN,FALSE,FALSE,-1,5,TRUE
2023-11-21,1211595279,06-09-2011,jason,Payne,Cancel Flight,A70014597,FALSE,SFO,ORD,FALSE,TRUE,0,7,TRUE
2023-05-22,1211595279,09/06/2011,JASON,Payne,New Flight,F52883881,TRUE,DFW,LAX,TRUE,FALSE,0,17,FALSE
2023-12-20,1211595279,2011/09/06,jason,Payne,New Flight,Q21835616,TRUE,ttt,DEN,FALSE,TRUE,0,15,FALSE
2023-01-08,1211595279,2011/09/06,JASON,Payne,New Flight,C03410616,FALSE,DEN,DFW,FALSE,TRUE,2,3,FALSE
2022-01-21,1211595279,2011/09/06,,Payne,Flight Status,J10136171,FALSE,BOS,JFK,TRUE,TRUE,-1,9,TRUE
2021-07-31,1305403812,02-02-2019,tracy,Lutz,New Flight,N36960510,,DEN,MIA,FALSE,FALSE,13,8,FALSE
2024-01-08,,02-02-2019,tracy,Lutz,New Flight,B63498930,TRUE,SFO,ATL,FALSE,TRUE,6,15,FALSE
2024-02-08,1305403812,02-02-2019,tracy,Lutz,Flight Status,P72520273,TRUE,BOS,LAX,FALSE,FALSE,9,10,TRUE
2022-04-16,3057797887,06/08/2021,CAMERON,galloway,Cancel Flight,L51632095,TRUE,SEA,DEN,,FALSE,10,17,FALSE
2021-03-03,3057797887,08-06-2021,cameron,Galloway,Flight Status,N11813661,FALSE,BOS,LAX,FALSE,TRUE,3,19,FALSE
2023-06-12,3057797887,08-06-2021,CAMERON,Galloway,Cancel Flight,E63812922,TRUE,DEN,SFO,FALSE,FALSE,10,7,FALSE
2022-01-06,3057797887,2021/06/08,CAMERON,galloway,Flight Status,L41283636,FALSE,ATL,BOS,,FALSE,0,8,FALSE
2023-10-09,3057797887,2021/06/08,CAMERON,Galloway,Flight Deal,E47012298,FALSE,ATL,DFW,TRUE,TRUE,12,15,TRUE
2024-10-13,67399776,30-03-2001,ryan,Richardson,Flight Status,F62087085,FALSE,LAX,DFW,TRUE,TRUE,0,8,TRUE
2023-01-12,67399776,30-03-2001,RYAN,richardson,Flight Status,V85195700,,ttt,LAX,TRUE,,10,8,FALSE
2022-10-26,,03/30/2001,ryan,Richardson,Flight Deal,S85809158,TRUE,BOS,MIA,TRUE,,13,6,TRUE
2021-12-12,67399776,03/30/2001,ryan,Richardson,Cancel Flight,Y95422146,FALSE,SEA,MIA,TRUE,FALSE,7,17,FALSE
2023-12-18,67399776,2001/03/30,ryan,richardson,New Flight,Y77453906,TRUE,SFO,YYY,FALSE,TRUE,0,7,TRUE
2022-07-14,2507271760,23-01-1990,angela,,New Flight,E29785701,FALSE,ttt,ATL,FALSE,TRUE,0,3,TRUE
2023-05-08,2507271760,01/23/1990,angela,Turner,Cancel Flight,O30219662,FALSE,MIA,SFO,,FALSE,-1,10,FALSE
2021-09-30,2507271760,23-01-1990,angela,turner,Flight Deal,J22304151,TRUE,ATL,ORD,,FALSE,0,,TRUE
2021-05-31,8993346591,04/03/1995,AMANDA,Jones,Cancel Flight,X22808148,FALSE,MIA,DFW,FALSE,FALSE,0,17,TRUE
2023-09-25,,03-04-1995,AMANDA,Jones,Flight Status,K44794069,TRUE,JFK,DFW,TRUE,TRUE,1,15,TRUE
2023-09-13,8993346591,1995/04/03,amanda,jones,New Flight,W92457280,TRUE,SFO,BOS,FALSE,FALSE,-1,20,TRUE
2022-12-19,8993346591,04/03/1995,AMANDA,Jones,New Flight,Q09050846,TRUE,ttt,,TRUE,TRUE,9,9,FALSE
2024-03-10,8993346591,1995/04/03,amanda,jones,Flight Deal,C36408604,TRUE,JFK,MIA,,FALSE,1,14,FALSE
2023-03-06,7082152677,01-03-2001,BAILEY,Johnson,Flight Status,W49998870,FALSE,SFO,DFW,TRUE,FALSE,7,19,FALSE
2021-06-30,7082152677,2001/03/01,bailey,johnson,Flight Deal,P52857186,FALSE,ATL,ORD,TRUE,FALSE,13,22,TRUE
2021-08-20,7082152677,2001/03/01,bailey,Johnson,Flight Status,S46251477,FALSE,SFO,MIA,FALSE,FALSE,0,12,FALSE
2021-12-10,7082152677,2001/03/01,bailey,johnson,Flight Deal,U15050441,TRUE,LAX,MIA,FALSE,TRUE,0,12,
2022-08-07,2834836576,2011/04/10,jennifer,Gutierrez,Flight Deal,A01407917,FALSE,BOS,LAX,TRUE,TRUE,0,11,FALSE
2021-03-04,2834836576,2011/04/10,JENNIFER,,Flight Status,U09675375,FALSE,MIA,DEN,FALSE,TRUE,0,7,TRUE
2023-08-07,2834836576,04/10/2011,jennifer,Gutierrez,Flight Deal,O83869729,FALSE,SEA,ORD,TRUE,FALSE,12,7,TRUE
2024-02-13,2834836576,2011/04/10,JENNIFER,Gutierrez,Flight Status,F46045714,TRUE,ORD,MIA,TRUE,TRUE,-1,19,TRUE
2022-03-14,2834836576,10-04-2011,JENNIFER,gutierrez,Cancel Flight,T92346084,TRUE,JFK,SFO,TRUE,TRUE,11,18,TRUE
2024-06-21,5193303152,2019/07/12,ROBERT,Shaw,Flight Status,A05261560,TRUE,SEA,LAX,FALSE,FALSE,8,15,FALSE
2021-03-12,5193303152,2019/07/12,robert,Shaw,New Flight,,FALSE,SFO,JFK,FALSE,TRUE,-1,9,TRUE
2023-05-30,5193303152,12-07-2019,ROBERT,shaw,Flight Deal,P51749861,FALSE,JFK,ATL,TRUE,TRUE,2,20,TRUE
2021-04-26,5193303152,07/12/2019,robert,shaw,New Flight,R47017949,FALSE,SFO,ATL,FALSE,FALSE,1,10,FALSE
2022-05-09,5954582473,2022/11/03,JONATHAN,Cortez,Flight Deal,R93917252,,ttt,DEN,FALSE,FALSE,0,10,FALSE
2023-09-09,5954582473,03-11-2022,jonathan,Cortez,New Flight,P51272182,FALSE,ttt,ORD,FALSE,FALSE,-1,13,FALSE
2022-08-08,5954582473,11/03/2022,JONATHAN,Cortez,Cancel Flight,A89931562,TRUE,DEN,MIA,TRUE,TRUE,9,14,TRUE
2023-10-11,5954582473,03-11-2022,JONATHAN,Cortez,Flight Deal,,FALSE,MIA,,FALSE,TRUE,0,8,TRUE
2022-12-17,5954582473,11/03/2022,JONATHAN,Cortez,Flight Status,P13079091,,DEN,ATL,TRUE,TRUE,3,13,FALSE
2022-04-07,2865099258,1988/07/07,SHARON,davis,New Flight,L13407269,FALSE,MIA,LAX,TRUE,TRUE,2,6,FALSE
2024-03-02,2865099258,07-07-1988,SHARON,davis,Flight Status,Q13598998,FALSE,ttt,DFW,TRUE,FALSE,6,3,TRUE
2023-03-31,2865099258,1988/07/07,sharon,Davis,Flight Status,N04159920,TRUE,MIA,ORD,TRUE,FALSE,2,2,TRUE
2024-05-24,2865099258,07-07-1988,SHARON,davis,Flight Deal,Z77715682,FALSE,DEN,BOS,FALSE,TRUE,0,4,TRUE
2022-08-04,8211714798,30-06-2003,NANCY,hoffman,Flight Deal,K70825131,FALSE,ORD,SFO,FALSE,FALSE,3,11,FALSE
2024-08-18,8211714798,06/30/2003,nancy,Hoffman,Cancel Flight,Q60216360,FALSE,SEA,DFW,FALSE,TRUE,-1,5,TRUE
2023-03-28,8211714798,06/30/2003,nancy,hoffman,Cancel Flight,D63041328,TRUE,SEA,LAX,TRUE,TRUE,0,7,FALSE
2024-07-22,8211714798,30-06-2003,NANCY,Hoffman,Flight Deal,C22068881,FALSE,ORD,MIA,FALSE,FALSE,9,15,TRUE
2023-07-23,8211714798,06/30/2003,nancy,hoffman,Flight Deal,Z02498938,FALSE,MIA,JFK,FALSE,FALSE,3,5,FALSE
2024-06-29,1015849337,07/12/2003,DANIEL,Higgins,New Flight,,TRUE,DEN,JFK,TRUE,FALSE,0,13,FALSE
2021-02-11,1015849337,2003/07/12,DANIEL,higgins,New Flight,D40081586,FALSE,DEN,BOS,TRUE,TRUE,-1,6,FALSE
2022-06-10,1015849337,2003/07/12,DANIEL,Higgins,Flight Status,L13650001,TRUE,BOS,JFK,TRUE,FALSE,,5,TRUE
2021-02-19,1015849337,2003/07/12,DANIEL,higgins,Flight Status,X24478883,TRUE,BOS,DFW,FALSE,FALSE,0,12,TRUE
2022-12-25,1015849337,07/12/2003,daniel,higgins,Flight Status,G60238103,FALSE,SEA,ATL,TRUE,,-1,17,
2021-09-08,6189573684,04/04/2003,valerie,clark,Flight Status,Y09805715,TRUE,LAX,BOS,FALSE,FALSE,3,14,TRUE
2021-05-18,6189573684,2003/04/04,VALERIE,Clark,New Flight,,TRUE,DFW,,TRUE,FALSE,12,6,TRUE
2021-01-11,6189573684,04/04/2003,valerie,Clark,Cancel Flight,U49473057,TRUE,SFO,MIA,FALSE,TRUE,-1,10,TRUE
2021-02-01,6189573684,2003/04/04,VALERIE,Clark,Cancel Flight,Z84455006,TRUE,MIA,LAX,TRUE,FALSE,8,7,TRUE
2024-03-19,2380322533,09-10-2012,NICOLE,rivas,New Flight,U35896092,FALSE,SFO,DFW,TRUE,TRUE,10,17,TRUE
2022-03-02,2380322533,09-10-2012,,Rivas,Cancel Flight,N60458725,TRUE,ATL,JFK,FALSE,TRUE,4,1,TRUE
2023-01-27,2380322533,2012/10/09,NICOLE,Rivas,Flight Deal,N78727930,TRUE,,YYY,TRUE,FALSE,-1,17,
2021-08-12,2380322533,2012/10/09,nicole,Rivas,Flight Status,Z35566641,TRUE,MIA,JFK,FALSE,FALSE,8,10,FALSE
2021-05-08,2159358717,2015/11/01,latoya,perry,Flight Status,K22923418,TRUE,JFK,ORD,TRUE,FALSE,-1,18,TRUE
2023-01-26,2159358717,2015/11/01,latoya,perry,Flight Deal,O88629048,TRUE,SFO,JFK,TRUE,TRUE,0,23,
2021-10-09,2159358717,01-11-2015,LATOYA,Perry,Flight Status,C08325515,FALSE,LAX,DEN,FALSE,FALSE,6,17,
2022-12-05,2159358717,,LATOYA,perry,Flight Deal,V59596407,FALSE,SEA,DEN,TRUE,TRUE,14,5,FALSE
2021-08-14,2159358717,11/01/2015,latoya,perry,Flight Status,Y71091814,FALSE,ATL,BOS,FALSE,FALSE,0,4,FALSE
2024-04-22,6225883079,,AMBER,tucker,New Flight,X45081392,FALSE,SEA,JFK,FALSE,TRUE,8,2,FALSE
2023-11-24,6225883079,06/13/2011,amber,Tucker,Flight Status,W19687789,FALSE,JFK,DFW,TRUE,TRUE,-1,1,
2023-04-03,6225883079,13-06-2011,AMBER,Tucker,Flight Status,H03807516,FALSE,DFW,ATL,FALSE,TRUE,-1,21,FALSE
2022-06-04,,2011/06/13,amber,tucker,New Flight,I86045168,FALSE,DEN,ATL,TRUE,TRUE,3,23,TRUE
2021-02-06,8093115846,2011/01/18,REBECCA,Burke,Flight Status,X27029896,FALSE,SFO,BOS,FALSE,TRUE,0,2,FALSE
2023-06-13,,2011/01/18,REBECCA,burke,,R83083125,FALSE,MIA,ORD,FALSE,FALSE,2,,TRUE
2024-04-25,8093115846,2011/01/18,REBECCA,Burke,Cancel Flight,W05313061,TRUE,,ATL,TRUE,TRUE,,10,FALSE
2022-12-18,1061204931,06-07-1994,WILLIAM,,Cancel Flight,J69307359,TRUE,SEA,JFK,FALSE,FALSE,1,16,
2023-12-17,1061204931,06-07-1994,WILLIAM,Davidson,Flight Deal,F52300636,TRUE,SFO,JFK,TRUE,FALSE,13,,TRUE
2022-06-29,1061204931,07/06/1994,william,,New Flight,S43083184,TRUE,DFW,ATL,TRUE,FALSE,0,10,FALSE
2022-07-01,1061204931,06-07-1994,WILLIAM,Davidson,,K19714428,FALSE,DEN,SEA,FALSE,TRUE,0,5,TRUE
2024-03-01,1061204931,07/06/1994,william,davidson,Flight Deal,D94394111,TRUE,JFK,ORD,FALSE,FALSE,2,9,FALSE
2021-03-28,1061204931,06-07-1994,,davidson,New Flight,D37801230,FALSE,SEA,ATL,TRUE,TRUE,0,23,TRUE
2022-07-27,1061204931,1994/07/06,william,Davidson,New Flight,W18093819,TRUE,DFW,,FALSE,FALSE,10,5,FALSE
2022-01-28,1061204931,1994/07/06,WILLIAM,Davidson,Flight Status,N36751483,TRUE,ttt,LAX,,TRUE,11,9,FALSE
2021-10-28,1061204931,,WILLIAM,Davidson,,G11772453,TRUE,BOS,LAX,TRUE,,-1,8,TRUE
2021-05-11,,07/06/1994,william,davidson,Flight Status,E44191903,TRUE,LAX,ORD,FALSE,TRUE,2,22,FALSE
2024-03-13,,03/05/1994,ray,Barrera,Flight Deal,,TRUE,LAX,ORD,TRUE,FALSE,-1,4,FALSE
2022-03-25,3190789511,03/05/1994,RAY,Barrera,Flight Status,V32919101,FALSE,SEA,MIA,FALSE,TRUE,0,23,FALSE
2024-08-16,3190789511,05-03-1994,ray,Barrera,Flight Deal,R99182497,FALSE,DEN,SEA,FALSE,TRUE,14,10,TRUE
2021-11-28,,03/05/1994,RAY,,Flight Status,C57684704,FALSE,BOS,ATL,TRUE,TRUE,0,2,FALSE
2023-11-03,3190789511,1994/03/05,ray,Barrera,Flight Deal,U86174992,TRUE,BOS,ORD,FALSE,FALSE,0,6,FALSE
2023-03-05,3591094746,21-09-2002,,george,New Flight,L18378558,FALSE,ttt,BOS,TRUE,,0,11,FALSE
2023-08-15,3591094746,09/21/2002,,George,Flight Deal,Y12210909,TRUE,SEA,MIA,TRUE,TRUE,4,10,FALSE
2022-01-15,3591094746,21-09-2002,debra,George,Cancel Flight,M45257916,FALSE,DFW,BOS,FALSE,FALSE,-1,7,TRUE
2021-11-16,3591094746,09/21/2002,debra,george,Flight Deal,F63769552,FALSE,MIA,JFK,FALSE,FALSE,3,3,TRUE
2023-05-08,5280500712,2009/09/30,LISA,lambert,,F11954758,TRUE,ATL,YYY,TRUE,FALSE,-1,8,FALSE
2023-02-25,5280500712,2009/09/30,lisa,Lambert,New Flight,G71699389,TRUE,MIA,JFK,TRUE,FALSE,0,4,FALSE
2021-07-01,5280500712,09/30/2009,LISA,lambert,Cancel Flight,M03237115,FALSE,BOS,DFW,TRUE,TRUE,12,15,TRUE
2022-11-16,5280500712,30-09-2009,LISA,lambert,Flight Status,T64385347,TRUE,BOS,,TRUE,FALSE,0,7,FALSE
2022-02-07,4558088238,1992/11/30,VIRGINIA,Patton,Cancel Flight,M11329807,TRUE,JFK,DFW,FALSE,TRUE,-1,5,TRUE
2023-06-15,4558088238,1992/11/30,virginia,patton,New Flight,V33947973,FALSE,BOS,LAX,FALSE,FALSE,12,6,TRUE
2023-12-20,4558088238,30-11-1992,virginia,Patton,,G97802501,FALSE,LAX,DEN,FALSE,FALSE,1,4,FALSE
2021-01-30,7371249552,08/28/2007,john,wells,Cancel Flight,F21431932,FALSE,ttt,LAX,TRUE,FALSE,0,16,FALSE
2021-11-06,7371249552,28-08-2007,john,wells,Flight Status,X78811370,FALSE,SEA,DFW,FALSE,TRUE,2,,FALSE
2021-05-21,7371249552,08/28/2007,john,wells,Flight Deal,I04844067,FALSE,JFK,MIA,FALSE,FALSE,0,20,TRUE
2021-01-30,3198238495,1991/02/06,michelle,Jenkins,Flight Status,O45450852,FALSE,DFW,MIA,TRUE,FALSE,4,10,TRUE
2022-02-10,,06-02-1991,MICHELLE,Jenkins,Flight Deal,R47774998,TRUE,DEN,ORD,FALSE,TRUE,-1,18,FALSE
2022-08-08,3198238495,02/06/1991,MICHELLE,Jenkins,Flight Status,S74075447,FALSE,ATL,DFW,TRUE,TRUE,2,4,FALSE
2021-06-19,3198238495,02/06/1991,michelle,Jenkins,Cancel Flight,B60154416,TRUE,ATL,DFW,,FALSE,-1,17,TRUE
2023-07-15,3198238495,06-02-1991,MICHELLE,Jenkins,Cancel Flight,A55193202,FALSE,SFO,BOS,TRUE,FALSE,8,11,TRUE
2024-05-25,1975955177,2017/07/09,sandra,Johnson,,L93192020,TRUE,,LAX,TRUE,TRUE,0,7,TRUE
2021-03-01,1975955177,09-07-2017,sandra,johnson,Cancel Flight,M76312112,TRUE,DFW,YYY,FALSE,FALSE,13,9,TRUE
2022-11-26,1975955177,2017/07/09,sandra,johnson,Cancel Flight,,FALSE,MIA,LAX,FALSE,,13,7,FALSE
2023-05-27,883454571,05/21/2006,DERRICK,rogers,Flight Status,C24950144,FALSE,BOS,SFO,,TRUE,-1,6,FALSE
2023-07-12,883454571,05/21/2006,DERRICK,Rogers,New Flight,P05318844,,ATL,SEA,TRUE,FALSE,0,8,TRUE
2021-08-10,883454571,2006/05/21,,rogers,New Flight,M81386490,TRUE,ORD,DFW,FALSE,TRUE,-1,13,TRUE
2024-01-17,883454571,21-05-2006,derrick,,Flight Deal,I97060278,,LAX,DFW,TRUE,FALSE,0,13,FALSE
2023-09-30,883454571,05/21/2006,DERRICK,rogers,New Flight,M59373920,FALSE,ATL,JFK,FALSE,FALSE,6,16,TRUE
2023-12-02,1589476304,04-11-2001,ANDREA,Vargas,Flight Deal,X87460932,TRUE,ATL,ORD,FALSE,FALSE,0,14,FALSE
2023-10-27,1589476304,04-11-2001,ANDREA,Vargas,Flight Deal,I34406062,FALSE,MIA,BOS,TRUE,TRUE,0,5,TRUE
2023-01-30,1589476304,11/04/2001,ANDREA,,,K62588940,FALSE,BOS,DFW,TRUE,FALSE,-1,5,FALSE
2023-07-15,1589476304,04-11-2001,ANDREA,vargas,Flight Status,P02284390,TRUE,LAX,DFW,TRUE,,12,7,FALSE
2021-09-20,1589476304,2001/11/04,ANDREA,Vargas,Flight Status,Z14414494,TRUE,BOS,YYY,TRUE,TRUE,0,16,
2021-04-23,1996874755,1990/07/13,AMANDA,perkins,Flight Deal,,TRUE,DFW,SEA,TRUE,FALSE,4,18,TRUE
2024-08-15,1996874755,13-07-1990,amanda,perkins,New Flight,Q43031387,FALSE,BOS,YYY,TRUE,TRUE,-1,4,TRUE
2021-12-23,1996874755,1990/07/13,AMANDA,perkins,New Flight,R87850034,FALSE,DEN,,TRUE,TRUE,0,6,
2022-05-27,1996874755,07/13/1990,amanda,Perkins,New Flight,R81202915,TRUE,ATL,LAX,TRUE,FALSE,0,10,TRUE
2022-01-19,1996874755,07/13/1990,AMANDA,Perkins,Flight Deal,R88365908,,LAX,DFW,TRUE,TRUE,1,8,FALSE
2022-01-23,9263562008,06/03/2000,MATTHEW,joseph,New Flight,Z30308870,TRUE,SFO,BOS,TRUE,FALSE,1,9,TRUE
2022-01-21,9263562008,2000/06/03,matthew,Joseph,,D10340450,TRUE,JFK,MIA,FALSE,TRUE,-1,5,FALSE
2023-05-03,9263562008,06/03/2000,matthew,Joseph,Flight Deal,Q08402364,TRUE,SFO,MIA,TRUE,FALSE,7,9,TRUE
2023-07-27,9263562008,2000/06/03,MATTHEW,joseph,Flight Status,N80495700,FALSE,MIA,JFK,TRUE,,1,8,TRUE
2024-10-03,9263562008,03-06-2000,,joseph,Flight Status,N20133528,TRUE,BOS,ORD,TRUE,TRUE,9,8,FALSE
2022-09-29,9980951199,06/05/1989,BRYAN,Davis,Flight Status,U15312581,TRUE,BOS,YYY,TRUE,FALSE,11,,FALSE
2022-04-29,9980951199,1989/06/05,bryan,Davis,Flight Deal,F04284573,FALSE,DFW,ATL,FALSE,TRUE,-1,8,TRUE
2023-02-27,9980951199,06/05/1989,bryan,davis,Flight Status,U68363202,TRUE,MIA,DEN,TRUE,FALSE,0,21,TRUE
2021-04-13,9980951199,1989/06/05,BRYAN,Davis,Cancel Flight,Y10909483,TRUE,LAX,DFW,TRUE,TRUE,-1,3,FALSE
2023-02-26,2568226307,09-06-2003,,Foster,Flight Status,B48062766,FALSE,MIA,ATL,FALSE,FALSE,8,10,TRUE
2021-02-25,2568226307,09-06-2003,victor,foster,Flight Deal,J43320855,FALSE,DFW,ATL,FALSE,,4,6,FALSE
2023-06-03,2568226307,06/09/2003,,foster,Flight Deal,E50434574,FALSE,BOS,YYY,TRUE,FALSE,1,2,FALSE
2023-04-29,2568226307,06/09/2003,VICTOR,Foster,New Flight,H31822712,TRUE,SFO,JFK,FALSE,FALSE,1,16,TRUE
2023-05-19,2568226307,09-06-2003,victor,Foster,New Flight,M05551616,FALSE,ORD,LAX,TRUE,,0,10,TRUE
2023-07-19,2568226307,2003/06/09,VICTOR,Foster,Flight Deal,O55714806,FALSE,JFK,MIA,FALSE,FALSE,-1,,FALSE
2022-04-07,2568226307,2003/06/09,VICTOR,Foster,New Flight,X37183775,FALSE,SEA,ORD,TRUE,TRUE,0,,TRUE
2023-09-08,2568226307,06/09/2003,VICTOR,Foster,Flight Status,Y72071783,FALSE,LAX,MIA,FALSE,TRUE,-1,9,FALSE
2024-08-15,2568226307,2003/06/09,VICTOR,Foster,New Flight,W81547321,TRUE,ORD,DEN,FALSE,FALSE,12,7,FALSE
2023-10-19,2568226307,06/09/2003,,Foster,Flight Status,I76634552,FALSE,,MIA,FALSE,FALSE,-1,12,TRUE
2023-11-16,4741069214,2009/10/31,NICOLE,Barrett,Flight Deal,I75539088,TRUE,SFO,ORD,TRUE,FALSE,9,4,FALSE
2023-08-29,4741069214,31-10-2009,NICOLE,barrett,Flight Status,E16362040,TRUE,JFK,MIA,FALSE,TRUE,10,10,FALSE
2023-08-17,4741069214,2009/10/31,nicole,barrett,Flight Status,A72245976,TRUE,MIA,DEN,FALSE,TRUE,,,FALSE
